Obs	Label	slice	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	rel_flux_T1_dn	rel_flux_err_T1_dn	
156	hat20b.0156_out.fits	156	58174.74678	2458174.747	2458174.747	2458174.742	NaN	1.188181	57.262276	NaN	15	0	0	9	16	24	0.550242	0.067644	0.160637	0.106471	0.853307	0.318544	0.000378	0.000129	0.000191	0.000175	0.000718	0.000317	1455.987908	523.111518	839.112869	607.280667	1187.727465	1005.536648	2293172.47	969.360146	719.797853	678.976509	720.297853	385.523491	1261798.82	683.041869	1847.322802	50138.64063	5485.919403	537.688738	6.330787	6.988294	5.67328	2.163288	0.957528	1103.072476	797.48567	1103.572476	267.01433	145291.6453	270.513463	537.095802	5924.060059	803.365831	233.594673	6.426052	7.191786	5.660318	2.180438	0.944461	1226.724694	56.40432	1227.224694	1008.09568	317384.8106	349.233955	908.802841	13397.86621	1425.481453	175.934955	6.345199	7.038946	5.651452	5.19452	0.951738	436.219179	35.494934	436.719179	1029.005066	220662.0523	350.386727	629.767155	10207.26367	1360.065865	480.934182	6.336355	7.023154	5.649556	354.737751	0.952507	373.11181	827.685415	373.61181	236.814585	1055831.409	624.526809	1690.610225	44098.08594	4578.280527	453.939084	6.339587	7.054434	5.624739	1.236411	0.950318	573.243408	960.526077	573.743408	103.973923	554002.5524	481.365359	1150.898255	22747.06836	2708.860166	501.678682	6.381268	7.136706	5.62583	0.084767	0.94548	0.976046	0.00067	
157	hat20b.0157_out.fits	157	58174.74708	2458174.747	2458174.747	2458174.742	NaN	1.187964	57.278562	NaN	15	0	0	9	16	24	0.551037	0.067371	0.160262	0.106197	0.856322	0.318309	0.000377	0.000128	0.00019	0.000175	0.00072	0.000316	1460.721184	524.468034	841.615348	606.388897	1189.862145	1006.631165	2305523.003	972.789491	720.731849	679.293413	721.231849	385.206587	1270428.508	684.896173	1854.921312	52146.19531	5514.907725	532.835142	6.531824	6.181164	6.882485	81.86126	0.987561	1103.938424	797.812094	1104.438424	266.687906	145522.4199	270.22946	538.514268	5263.770996	804.320342	233.644186	6.600509	6.327452	6.873566	81.064612	0.992469	1227.678589	56.682217	1228.178589	1007.817783	318451.8679	349.286458	911.721198	11779.23535	1433.341784	174.638749	6.588	6.228219	6.947781	79.312985	0.986325	437.119221	35.756171	437.619221	1028.743829	221335.4529	352.071967	628.665368	8102.659668	1347.344248	479.362079	6.597098	6.28501	6.909186	274.666893	0.990847	374.059409	827.970103	374.559409	236.529897	1063538.798	627.483351	1694.927516	38045.98047	4605.507299	451.058869	6.555441	6.283841	6.82704	82.869638	0.992715	574.16963	960.791173	574.66963	103.708827	556674.4647	483.326366	1151.756875	20959.75781	2683.639322	500.602206	6.623733	6.379902	6.867563	83.91542	0.994343	0.980119	0.000671	
158	hat20b.0158_out.fits	158	58174.74738	2458174.747	2458174.747	2458174.742	NaN	1.187752	57.294558	NaN	15	0	0	9	16	24	0.551881	0.067788	0.160494	0.105922	0.852965	0.319463	0.000377	0.000129	0.000191	0.000175	0.000716	0.000317	1462.248146	527.424906	841.664224	604.109157	1190.483825	1008.069711	2306937.067	973.009707	719.887515	677.624369	720.387515	386.875631	1273155.77	685.373114	1857.609736	51692.61719	5530.404676	537.63695	6.458941	6.527582	6.3903	319.077901	0.977558	1103.143115	796.11129	1103.643115	268.38871	146454.8046	270.353415	541.716126	5712.683105	810.659336	234.065617	6.491754	6.587193	6.396315	320.731312	0.978118	1226.819457	54.994844	1227.319457	1009.505156	319044.2968	349.938507	911.715316	13336.06055	1431.31669	175.236781	6.38705	6.421125	6.352975	317.471336	0.984664	436.365185	34.05201	436.865185	1030.44799	220951.9725	352.912501	626.081457	9440.991211	1347.650445	481.172122	6.42684	6.455012	6.398668	316.339745	0.964833	373.264597	826.238683	373.764597	238.261317	1061939.145	626.389947	1695.332355	40829.01172	4615.572895	451.105661	6.47549	6.565868	6.385113	320.34677	0.977379	573.426447	959.028305	573.926447	105.471695	558546.848	484.033431	1153.942707	22058.71289	2692.644703	502.264907	6.51501	6.632977	6.397043	321.406739	0.973354	0.97828	0.000669	
159	hat20b.0159_out.fits	159	58174.74767	2458174.748	2458174.748	2458174.742	NaN	1.187544	57.310228	NaN	15	0	0	9	16	24	0.554271	0.067698	0.161281	0.105713	0.851974	0.319385	0.000381	0.000129	0.000193	0.000175	0.000719	0.000319	1456.314059	524.069346	837.677565	602.413786	1184.510533	1001.203934	2285646.705	969.006752	718.844652	678.292316	719.344652	386.207684	1266868.325	684.311548	1851.303443	41015.79688	5487.839683	539.135288	6.782058	6.877594	6.686522	36.176223	0.991367	1102.103681	796.802219	1102.603681	267.697781	144922.3829	269.257052	538.230594	4550.431641	802.613607	234.290537	6.797485	6.962187	6.632784	31.246176	0.989005	1225.786263	55.696099	1226.286263	1008.803901	317435.2434	349.79886	907.479353	11304.52441	1411.711819	176.55523	6.662618	6.869566	6.45567	32.216007	0.979321	435.253146	34.776536	435.753146	1029.723464	218521.3897	349.939679	624.45445	7973.782227	1337.969727	481.0231	6.731621	6.890622	6.57262	18.469519	0.996511	372.196437	827.000243	372.696437	237.499757	1051479.222	623.086127	1687.534318	34059.53906	4590.654086	450.97211	6.798557	6.914942	6.682171	32.510977	0.99343	572.309447	959.780361	572.809447	104.719639	553288.4674	483.137023	1145.199894	18469.44922	2656.177485	503.304071	6.833583	7.032638	6.634528	24.880137	0.991881	0.980237	0.000673	
160	hat20b.0160_out.fits	160	58174.74797	2458174.748	2458174.748	2458174.743	NaN	1.187341	57.325589	NaN	15	0	0	9	16	24	0.552367	0.067582	0.160533	0.105798	0.856068	0.318334	0.000379	0.000129	0.000191	0.000175	0.00072	0.000317	1458.294249	525.474844	838.925316	604.537881	1188.547294	1004.797715	2293070.578	968.746475	720.189811	679.092225	720.689811	385.407775	1266616.961	684.150209	1851.372614	42235.40625	5503.944024	536.818685	6.975294	6.845825	7.104764	58.707568	0.993504	1103.442898	797.591588	1103.942898	266.908412	145160.1853	268.990476	539.648048	4361.713379	811.528134	233.200702	7.049082	6.987099	7.111065	51.698259	0.99424	1227.117046	56.543173	1227.617046	1007.956827	317193.9206	349.160147	908.448238	9399.956055	1418.791865	174.894137	7.015196	6.957395	7.072998	52.715114	0.996164	436.627489	35.620103	437.127489	1028.879897	219390.3895	350.097457	626.655193	7196.501953	1349.437219	478.840435	6.984423	6.854112	7.114733	70.875607	0.997744	373.522358	827.78937	374.022358	236.71063	1057624.915	624.140843	1694.52925	31943.32227	4647.828616	450.90435	6.961754	6.831243	7.092266	59.866413	0.994289	573.633028	960.589228	574.133028	103.910772	553701.1674	481.747888	1149.358786	17562.7207	2698.685743	501.458888	7.049494	6.988499	7.110489	53.249095	0.996287	0.980926	0.000673	
161	hat20b.0161_out.fits	161	58174.74827	2458174.748	2458174.748	2458174.743	NaN	1.187142	57.340645	NaN	15	0	0	9	16	24	0.549149	0.067621	0.16049	0.106504	0.85447	0.318135	0.000377	0.000129	0.000191	0.000176	0.00072	0.000317	1455.023739	523.430475	839.327068	606.083553	1186.808445	1003.328342	2292970.457	970.079358	720.48821	679.19756	720.98821	385.30244	1259182.216	682.007501	1846.287927	45929.55859	5513.613511	536.608706	6.471071	7.009614	5.932528	1.529452	0.972597	1103.698337	797.692354	1104.198337	266.807646	145231.847	270.214283	537.469172	5356.663086	802.334195	232.79754	6.546922	7.158662	5.935183	3.588656	0.965134	1227.380338	56.55017	1227.880338	1007.94983	317105.9523	348.761323	909.234858	12154.0166	1438.574595	175.204267	6.481212	7.054654	5.90777	1.859725	0.969041	436.911552	35.605435	437.411552	1028.894565	220704.7762	351.182301	628.462129	8967.22168	1343.144966	477.636039	6.467952	7.011518	5.924385	350.359191	0.968735	373.78658	827.876795	374.28658	236.623205	1056514.638	624.937372	1690.592825	39088.88672	4577.964727	450.954424	6.513414	7.089723	5.937106	359.111328	0.96914	573.92778	960.687351	574.42778	103.812649	553413.2436	482.211586	1147.656463	19543.14453	2669.965767	499.717753	6.554453	7.175556	5.933351	358.733231	0.964649	0.976061	0.000671	
162	hat20b.0162_out.fits	162	58174.74857	2458174.749	2458174.748	2458174.743	NaN	1.186947	57.355387	NaN	15	0	0	9	16	24	0.548865	0.067601	0.160578	0.106396	0.854167	0.318358	0.000375	0.000128	0.000191	0.000174	0.000715	0.000315	1461.71157	528.559727	842.370857	610.852675	1194.058792	1010.135364	2306634.971	969.837288	720.081224	679.023908	720.581224	385.476092	1266030.765	683.246632	1852.963054	52428.79688	5478.680705	533.248028	6.253188	7.124042	5.382334	0.728826	0.925296	1103.318352	797.510473	1103.818352	266.989527	146056.6244	269.054734	542.850973	6294.354004	819.530037	232.957248	6.296473	7.239291	5.353655	0.902727	0.91412	1226.96823	56.399581	1227.46823	1008.100419	319147.4686	349.921421	912.054678	13890.13281	1431.29766	174.811563	6.184741	7.011346	5.358137	3.950987	0.929706	436.526697	35.443308	437.026697	1029.056692	221815.5714	350.142543	633.500773	10622.29102	1361.509172	477.781796	6.206723	7.097905	5.31554	355.60466	0.91894	373.441121	827.633838	373.941121	236.866162	1062607.146	625.199517	1699.628866	47210.08203	4683.317036	449.82243	6.262844	7.195675	5.330012	359.288805	0.915017	573.544967	960.45609	574.044967	104.04391	557008.1602	481.948833	1155.741277	23091.19531	2737.778481	500.797918	6.291596	7.259659	5.323534	359.15817	0.909553	0.974378	0.000667	
163	hat20b.0163_out.fits	163	58174.74887	2458174.749	2458174.749	2458174.744	NaN	1.186756	57.369816	NaN	15	0	0	9	16	24	0.550327	0.068327	0.160303	0.106151	0.85084	0.31964	0.000377	0.000129	0.000191	0.000176	0.000715	0.000317	1459.28274	527.920268	840.161512	604.733199	1189.635763	1007.296763	2300493.911	971.074364	719.47101	677.558234	719.97101	386.941766	1266023.335	683.430864	1852.452679	51914.09766	5581.216251	537.298583	6.646484	6.20676	7.086207	271.791883	0.982576	1102.720587	796.069627	1103.220587	268.430373	147133.2871	271.324447	542.278031	6093.78418	809.532658	232.539375	6.844693	6.530283	7.159104	83.531716	0.991152	1226.406296	54.942895	1226.906296	1009.557105	317827.5795	349.298185	909.903325	13768.57324	1426.400071	175.110388	6.550701	6.124004	6.977398	82.089577	0.98182	435.901259	34.081393	436.401259	1030.418607	220765.374	352.196957	626.823626	9473.967773	1340.175741	477.810999	6.623443	6.244035	7.002852	279.841326	0.985292	372.844439	826.232727	373.344439	238.267273	1057547.732	624.331423	1693.888362	42156.55859	4614.092426	450.518677	6.72518	6.295641	7.15472	275.184739	0.983273	572.949133	958.989537	573.449133	105.510463	557219.9379	483.246127	1153.076883	21381.79883	2676.219223	499.57884	6.774191	6.395243	7.15314	276.741859	0.986846	0.974399	0.000668	
164	hat20b.0164_out.fits	164	58174.74917	2458174.749	2458174.749	2458174.744	NaN	1.186569	57.383939	NaN	15	0	0	9	16	24	0.551449	0.067868	0.160705	0.106035	0.850865	0.319974	0.00038	0.00013	0.000192	0.000177	0.000719	0.00032	1452.291239	522.944802	837.525698	599.68049	1183.074667	1001.446476	2283428.655	969.2994	719.576627	679.974947	720.076627	384.525053	1259194.672	682.676784	1844.496108	49867.78906	5480.202144	542.183824	6.907529	6.515719	7.29934	286.295192	0.981987	1102.829882	798.394847	1103.329882	266.105153	145122.2113	270.222788	537.046532	5241.435547	805.01782	235.911109	6.942798	6.609623	7.275973	287.296853	0.986469	1226.525291	57.307586	1227.025291	1007.192414	316151.4564	348.371644	907.512025	10992.41504	1449.028788	179.344225	6.868059	6.475718	7.260401	281.860873	0.984527	435.988323	36.418899	436.488323	1028.081101	218910.5196	352.263579	621.439549	8004.820801	1340.025479	484.906262	6.91437	6.554972	7.273768	291.02694	0.980504	372.911738	828.635031	373.411738	235.864969	1049720.001	622.802323	1685.478623	39391.83594	4587.000464	454.244554	6.917879	6.5932	7.242558	289.02993	0.98585	573.011326	961.428383	573.511326	103.071617	553524.467	482.893162	1146.266939	20496.54297	2676.120082	505.435898	6.975455	6.680538	7.270372	292.604868	0.985646	0.978288	0.000674	
165	hat20b.0165_out.fits	165	58174.74947	2458174.749	2458174.749	2458174.744	NaN	1.186386	57.397793	NaN	15	0	0	9	16	24	0.551262	0.067777	0.160454	0.106231	0.854464	0.318333	0.000384	0.000131	0.000194	0.000179	0.00073	0.000321	1437.262165	516.071845	827.327653	594.439537	1171.143149	990.875672	2246939.017	963.516546	719.799656	679.2598	720.299656	385.2402	1238651.345	678.676474	1825.098396	30877.95508	5384.75999	546.278175	7.493166	7.748448	7.237884	11.102236	0.994596	1103.128733	797.722982	1103.628733	266.777018	142624.7014	269.158455	529.891217	3682.070068	796.481676	237.169122	7.552557	7.837914	7.267201	8.058333	0.993831	1226.777267	56.541504	1227.277267	1007.958496	310680.4391	346.714751	896.069285	8285.80957	1407.350742	179.364817	7.461863	7.659185	7.264542	20.32075	0.995149	436.281263	35.651399	436.781263	1028.848601	215773.224	350.237737	616.076456	6159.706543	1329.660195	483.490689	7.512979	7.767819	7.25814	357.152248	0.995363	373.207296	827.871212	373.707296	236.628788	1035300.754	619.757485	1670.493345	26778.98828	4501.631784	457.488216	7.54097	7.828028	7.253913	5.562357	0.993997	573.340279	960.67195	573.840279	103.82805	542559.8989	478.47772	1133.929285	14365.33008	2650.284428	505.778899	7.53567	7.838105	7.233235	4.272475	0.993433	0.978057	0.000681	
166	hat20b.0166_out.fits	166	58174.74977	2458174.75	2458174.75	2458174.745	NaN	1.186208	57.411316	NaN	15	0	0	9	16	24	0.549255	0.067568	0.160681	0.106451	0.852115	0.319235	0.000378	0.000129	0.000192	0.000176	0.000719	0.000318	1451.203272	523.066879	836.576026	603.687202	1185.41934	1002.396846	2286886.137	968.890932	720.101295	678.619348	720.601295	385.880652	1256084.762	682.618687	1840.097241	51526.99609	5468.438793	542.616196	6.403416	6.781147	6.025684	358.490027	0.986139	1103.362041	797.086994	1103.862041	267.413006	144739.9899	269.474411	537.119608	5755.729004	805.955433	236.112953	6.460109	6.874927	6.045291	0.546508	0.983636	1226.994077	55.977388	1227.494077	1008.522612	316589.5292	349.46971	905.914075	13090.97363	1414.921537	178.243689	6.369393	6.747999	5.990787	1.362925	0.985934	436.592883	35.066691	437.092883	1029.433309	220020.7378	351.560698	625.839973	9931.720703	1350.229751	484.006374	6.435069	6.756804	6.113334	345.559918	0.987024	373.454104	827.272232	373.954104	237.227768	1052143.393	622.550223	1690.053837	44227.71094	4646.610511	454.804166	6.413086	6.819293	6.006879	357.578043	0.983966	573.577785	960.064305	574.077785	104.435695	553392.4873	482.535385	1146.84333	22623.36328	2685.342567	506.631987	6.422739	6.867228	5.97825	357.207974	0.980843	0.974854	0.000672	
167	hat20b.0167_out.fits	167	58174.75007	2458174.75	2458174.75	2458174.745	NaN	1.186034	57.424489	NaN	15	0	0	9	16	24	0.549084	0.067591	0.15999	0.10624	0.854276	0.319299	0.000379	0.00013	0.000192	0.000177	0.000723	0.00032	1449.714067	521.472168	833.705221	600.903811	1181.601826	999.342405	2281212.241	969.545317	720.641999	678.640907	721.141999	385.859093	1252578.023	680.526543	1840.601277	36560.28125	5532.37728	542.026589	7.105631	7.393157	6.818105	0.719145	0.993468	1103.897064	797.14291	1104.397064	267.35709	144427.7893	269.713846	535.48526	4209.273438	801.685332	235.301845	7.195501	7.530796	6.860205	1.16783	0.991338	1227.639203	55.841116	1228.139203	1008.658884	314633.2608	348.528543	902.747471	9197.71875	1406.282335	177.24616	7.085308	7.366203	6.804412	10.382247	0.992832	437.122793	35.000215	437.622793	1029.499785	219080.1071	351.721701	622.879131	7204.721191	1340.139891	484.358223	7.07923	7.371435	6.787025	347.444669	0.991716	373.985593	827.362539	374.485593	237.137461	1050967.814	623.64998	1685.188565	29964.22266	4560.072869	454.729843	7.166596	7.464401	6.868792	355.372072	0.992934	574.15659	960.16337	574.65659	104.33663	552103.269	482.859158	1143.404366	15177.35742	2653.427286	505.165539	7.201433	7.532365	6.8705	355.935991	0.991417	0.975977	0.000673	
168	hat20b.0168_out.fits	168	58174.75037	2458174.75	2458174.75	2458174.745	NaN	1.185865	57.437356	NaN	15	0	0	9	16	24	0.552566	0.067341	0.16026	0.106154	0.854358	0.319413	0.000386	0.000132	0.000195	0.00018	0.000734	0.000324	1431.075777	510.323361	823.277855	589.862398	1164.548847	985.590437	2225384.073	959.793036	720.42288	679.273784	720.92288	385.226216	1229671.286	676.065057	1818.86532	31749.25586	5406.042734	545.68192	7.60513	7.590935	7.619324	47.249872	0.997736	1103.684158	797.709378	1104.184158	266.790622	140403.9732	268.036334	523.824405	3367.56543	786.728869	236.125052	7.62227	7.67582	7.568719	37.089838	0.997344	1227.40355	56.554531	1227.90355	1007.945469	307379.5538	344.658618	891.837713	7546.140137	1404.062669	179.442933	7.532624	7.526677	7.538571	45.686621	0.995659	436.830703	35.706704	437.330703	1028.793296	213562.9327	349.398236	611.230712	5328.842285	1315.049686	484.065512	7.6617	7.679838	7.643562	40.490549	0.999088	373.705313	827.925299	374.205313	236.574701	1025300.922	616.78291	1662.336789	24709.8418	4478.186816	457.398888	7.618061	7.66653	7.569593	37.56634	0.997541	573.858865	960.712216	574.358865	103.787784	538736.6922	477.566065	1128.088303	13475.44434	2611.469786	507.029583	7.641855	7.723268	7.560442	31.522611	0.997791	0.982018	0.000686	
169	hat20b.0169_out.fits	169	58174.75067	2458174.751	2458174.751	2458174.745	NaN	1.185699	57.449934	NaN	15	0	0	9	16	24	0.550804	0.067649	0.16161	0.106266	0.852123	0.318174	0.000384	0.000132	0.000195	0.000179	0.00073	0.000322	1433.778181	514.254195	828.163259	593.158233	1167.943739	987.134645	2236815.236	961.831414	719.513346	680.524632	720.013346	383.975368	1232045.864	676.557286	1821.051801	36385.17578	5452.909934	544.360676	7.696481	7.331484	8.061478	88.153603	0.991007	1102.707744	799.049754	1103.207744	265.450246	141730.0136	268.427064	528.001951	4054.548584	790.287032	236.654166	7.775938	7.399401	8.152475	270.358315	0.990663	1226.42885	57.892127	1226.92885	1006.607873	311198.7251	346.66943	897.681475	9027.889648	1399.555574	179.168417	7.674724	7.237708	8.111739	83.193609	0.986358	435.878193	37.010788	436.378193	1027.489212	214864.3411	349.497838	614.780173	6316.796875	1323.160036	483.846204	7.787625	7.351198	8.224052	274.756555	0.987166	372.822177	829.168173	373.322177	235.331827	1029111.758	618.13787	1664.857966	28638.02734	4458.340819	454.014913	7.773048	7.43968	8.106416	89.918854	0.99267	572.983702	961.982721	573.483702	102.517279	539910.3979	478.167042	1129.125076	15830.45703	2613.455707	504.430715	7.787794	7.492482	8.083106	272.290965	0.994228	0.97735	0.000682	
170	hat20b.0170_out.fits	170	58174.75097	2458174.751	2458174.751	2458174.746	NaN	1.185538	57.462167	NaN	15	0	0	9	16	24	0.549991	0.067871	0.160979	0.10619	0.850592	0.319534	0.000378	0.00013	0.000192	0.000176	0.000718	0.000319	1454.059884	523.325681	837.46592	602.812427	1183.923918	1002.052573	2287287.869	970.13731	719.521249	679.686901	720.021249	384.813099	1257987.246	681.028605	1847.187089	42806.83984	5591.240216	539.082602	6.973189	6.60214	7.344237	79.56637	0.987102	1102.808059	798.107907	1103.308059	266.392093	145373.2037	270.494699	537.434575	4634.32666	805.160976	235.069981	7.047323	6.744119	7.350526	77.433117	0.990999	1226.475046	56.966822	1226.975046	1007.533178	317150.2172	349.560256	907.2834	10590.43457	1421.468555	177.742213	6.94108	6.580071	7.302088	75.69217	0.986035	435.966093	36.099312	436.466093	1028.400688	219571.5068	351.35977	624.919316	7402.443359	1340.479412	482.778214	6.983184	6.646135	7.320232	272.52356	0.990653	372.904887	828.3081	373.404887	236.1919	1051311.44	623.781423	1685.384338	31546.60938	4542.663985	451.957992	6.992696	6.689041	7.296352	79.219154	0.991312	572.993698	961.095548	573.493698	103.404452	553881.5015	482.959308	1146.84921	17974.06055	2667.542985	503.94337	7.052973	6.812822	7.293124	80.739335	0.994854	0.975366	0.000671	
171	hat20b.0171_out.fits	171	58174.75127	2458174.751	2458174.751	2458174.746	NaN	1.185382	57.474092	NaN	15	0	0	9	16	24	0.551332	0.067791	0.160953	0.106224	0.852825	0.318507	0.00038	0.00013	0.000193	0.000177	0.000722	0.000319	1449.383803	519.863109	835.253917	601.095894	1181.588814	998.661424	2273726.235	966.473012	719.87519	679.884289	720.37519	384.615711	1253577.866	681.272756	1840.052834	43960.78906	5475.650801	540.304872	6.867242	7.092441	6.642043	340.44792	0.992872	1103.087174	798.338166	1103.587174	266.161834	144351.5447	270.454117	533.737648	4830.741699	796.581109	234.901946	6.917043	7.220164	6.613921	345.163128	0.989863	1226.765453	57.185818	1227.265453	1007.314182	315226.4461	348.394522	904.797366	10716.24707	1418.36956	177.32056	6.80018	7.075025	6.525336	354.767744	0.993265	436.293896	36.285048	436.793896	1028.214952	218332.7203	350.396484	623.101916	7456.918457	1337.710978	481.504232	6.877838	7.124113	6.631563	335.918074	0.988502	373.219925	828.50272	373.719925	235.99728	1046559.253	620.952385	1685.40983	33256.32813	4637.326307	451.089294	6.875038	7.209787	6.54029	344.935745	0.987383	573.350864	961.296581	573.850864	103.203419	549256.2701	480.818416	1142.336174	18857.70703	2654.05097	500.104813	6.928202	7.246144	6.610259	342.322682	0.987389	0.978804	0.000675	
