Obs	Label	slice	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	rel_flux_T1_dn	rel_flux_err_T1_dn	
198	hat20b.0198_out.fits	198	58174.75935	2458174.759	2458174.759	2458174.754	NaN	1.182741	57.675934	NaN	15	0	0	9	16	24	0.550229	0.067522	0.16051	0.106042	0.851158	0.320596	0.000382	0.000131	0.000194	0.000177	0.000724	0.000322	1441.063045	515.387401	828.17031	598.01156	1175.024492	996.087754	2257003.239	964.676176	720.147672	677.880921	720.647672	386.619079	1241868.428	678.904148	1829.224984	49618.57031	5440.663014	551.417233	6.54159	6.988269	6.094912	3.541838	0.981237	1103.410529	796.347857	1103.910529	268.152143	142758.9145	269.841558	529.047177	6063.535156	808.747087	242.243458	6.569567	7.062514	6.07662	3.827885	0.977328	1227.09412	55.15314	1227.59412	1009.34686	312165.1249	348.17626	896.572111	12208.8916	1407.62117	183.44421	6.526353	6.954704	6.098003	7.065191	0.981834	436.591741	34.302759	437.091741	1030.197241	216389.8968	349.056378	619.928213	9741	1347.526297	488.83623	6.536919	6.922653	6.151186	351.508229	0.984878	373.495407	826.533047	373.995407	237.966953	1037764.769	619.739957	1674.516477	42746.09375	4593.877809	459.356815	6.511478	6.980759	6.042197	1.241144	0.979399	573.647517	959.351416	574.147517	105.148584	547924.5337	480.250956	1140.912948	22806.22656	2692.942103	509.975833	6.569679	7.08348	6.055878	0.521286	0.975823	0.976217	0.000677	
199	hat20b.0199_out.fits	199	58174.75965	2458174.76	2458174.76	2458174.754	NaN	1.182702	57.678931	NaN	15	0	0	9	16	24	0.551199	0.067539	0.16092	0.105902	0.85404	0.318777	0.000382	0.00013	0.000193	0.000177	0.000725	0.00032	1444.598798	518.109059	832.700648	596.956202	1177.17379	995.025797	2268226.863	967.731166	719.398104	679.151022	719.898104	385.348978	1250245.195	681.538741	1834.444792	36438.72266	5451.863775	548.941442	6.844685	6.748931	6.94044	53.231045	0.990255	1102.691542	797.5965	1103.191542	266.9035	143502.297	269.766899	531.949241	4418.306152	811.011939	241.55838	6.875479	6.832748	6.91821	48.535636	0.989806	1226.309873	56.511406	1226.809873	1007.988594	314407.7985	348.508174	902.153298	9775.688477	1446.195888	183.513966	6.817243	6.721426	6.913061	51.749207	0.985503	435.833966	35.616302	436.333966	1028.883698	217207.7113	351.101872	618.645837	7863.181152	1335.874771	487.407149	6.836185	6.758741	6.91363	56.2715	0.996508	372.773	827.735157	373.273	236.764843	1044829.643	622.063192	1679.619781	32087.82031	4554.373733	457.002585	6.885063	6.814071	6.956055	51.349642	0.991202	572.880112	960.553481	573.380112	103.946519	548279.4137	481.701507	1138.214029	16917.14844	2661.056904	510.941556	6.90776	6.856443	6.959077	50.029654	0.992765	0.976836	0.000676	
200	hat20b.0200_out.fits	200	58174.75995	2458174.76	2458174.76	2458174.755	NaN	1.182668	57.681606	NaN	15	0	0	9	16	24	0.549945	0.067771	0.160356	0.10566	0.855964	0.318522	0.000381	0.000131	0.000193	0.000177	0.000728	0.00032	1441.588743	516.860097	830.311049	596.369191	1175.543685	993.896174	2263784.512	967.129901	720.865099	680.262409	721.365099	384.237591	1244957.511	680.384187	1829.786077	51114.58203	5432.708734	550.522415	7.027616	6.857681	7.197552	289.738791	0.996079	1104.099323	798.715675	1104.599323	265.784325	143681.6735	270.774741	530.631746	4969.958984	800.922257	239.66572	7.140752	7.04204	7.239464	296.223831	0.997943	1227.813934	57.492237	1228.313934	1007.007763	312844.8477	347.885089	899.276391	10540.02832	1419.615334	183.074434	7.058082	6.91918	7.196984	288.79441	0.997535	437.270089	36.58782	437.770089	1027.91218	216334.4854	350.021392	618.060753	7529.230469	1339.445504	487.734932	7.09743	6.969269	7.225591	301.230937	0.993902	374.194692	828.905119	374.694692	235.594881	1044049.538	622.216068	1677.953354	35732.65625	4550.438608	456.126695	7.054363	6.919286	7.18944	292.946549	0.996975	574.326212	961.703573	574.826212	102.796427	546873.9678	480.967191	1137.029672	19272.6875	2661.515905	508.468788	7.078478	6.982467	7.17449	300.55389	0.996849	0.979199	0.000679	
201	hat20b.0201_out.fits	201	58174.76025	2458174.76	2458174.76	2458174.755	NaN	1.182637	57.683961	NaN	15	0	0	9	16	24	0.550515	0.067645	0.160739	0.106172	0.851988	0.319505	0.000388	0.000133	0.000197	0.000181	0.000736	0.000326	1419.139125	507.642141	817.372696	586.476597	1157.189141	979.08722	2203495.041	956.531291	720.245579	679.273514	720.745579	385.226486	1213058.119	673.323456	1801.597893	30328.19336	5310.697749	553.607085	7.659897	8.064414	7.255381	356.926571	0.988778	1103.465887	797.787957	1103.965887	266.712043	139611.9771	267.914141	521.10716	3669.573242	794.171448	242.345452	7.728622	8.167383	7.289861	356.13216	0.986955	1227.168225	56.591679	1227.668225	1007.908321	305139.1857	344.667092	885.315695	8304.680664	1385.282536	183.947159	7.607046	8.029098	7.184993	2.653131	0.987657	436.664626	35.679575	437.164626	1028.820425	211494.4963	347.990262	607.759813	6083.21582	1324.034512	488.087886	7.672366	8.085667	7.259065	351.991169	0.987509	373.579176	827.935033	374.079176	236.564967	1013695.509	613.651602	1651.907215	26758.24219	4450.412423	459.485221	7.664415	8.090867	7.237964	355.537223	0.987389	573.695758	960.725283	574.195758	103.774717	533553.8726	476.144105	1120.572254	14060.85059	2602.291296	509.923168	7.719187	8.208702	7.229672	356.095801	0.983742	0.97792	0.000689	
202	hat20b.0202_out.fits	202	58174.76055	2458174.761	2458174.76	2458174.755	NaN	1.18261	57.685994	NaN	15	0	0	9	16	24	0.549346	0.067932	0.160475	0.106463	0.851671	0.319156	0.00038	0.000131	0.000193	0.000178	0.000723	0.00032	1444.128862	519.541314	830.927754	598.695186	1177.884773	997.202981	2269829.976	967.843394	720.003515	679.527653	720.503515	384.972347	1246922.045	680.329431	1832.820966	37554.61328	5478.799238	550.253607	7.080431	6.606106	7.554756	273.312904	0.981969	1103.253101	797.991218	1103.753101	266.508782	144385.0806	270.644782	533.48555	3954.863281	805.723812	241.719591	7.147546	6.724184	7.570909	273.616135	0.98584	1226.90867	56.862338	1227.40867	1007.637662	313880.1724	348.861221	899.727895	9006.168945	1412.738606	181.835969	7.011854	6.554422	7.469286	89.458688	0.983115	436.422827	35.921425	436.922827	1028.578575	218401.1311	351.940778	620.562165	6377.835449	1342.326917	485.851893	7.091318	6.641246	7.54139	280.39876	0.98171	373.346561	828.182936	373.846561	236.317064	1044002.304	621.670801	1679.349105	27401.50391	4533.614492	455.480491	7.103698	6.693332	7.514064	274.30777	0.986436	573.47097	960.994964	573.97097	103.505036	549161.2879	481.072955	1141.534318	15745.83789	2671.567176	509.514862	7.123278	6.730782	7.515773	278.114135	0.986907	0.975381	0.000675	
203	hat20b.0203_out.fits	203	58174.76085	2458174.761	2458174.761	2458174.756	NaN	1.182588	57.687706	NaN	15	0	0	9	16	24	0.550872	0.068135	0.161784	0.106478	0.846167	0.319937	0.000383	0.000131	0.000195	0.000178	0.000722	0.000322	1439.732675	518.257303	830.989223	597.468158	1172.727566	993.288388	2255210.732	965.731498	718.373242	682.132101	718.873242	382.367899	1242331.563	679.383713	1828.615462	44881.07031	5420.062437	548.173954	7.084408	6.804886	7.363931	79.226742	0.992824	1101.584788	800.55152	1102.084788	263.94848	143856.219	270.293279	532.2227	5007.880371	812.293064	241.435053	7.126092	6.934528	7.317655	75.971563	0.996294	1225.310262	59.377852	1225.810262	1005.122148	314049.3636	348.707584	900.609501	10384.02344	1424.527468	183.225635	7.09875	6.876906	7.320594	79.979233	0.995582	434.803201	38.515644	435.303201	1025.984356	217021.7609	350.368601	619.409845	7363.644531	1345.362952	484.165488	7.089351	6.881058	7.297644	273.540937	0.9965	371.69462	830.793129	372.19462	233.706871	1033647.132	619.818689	1667.66048	35964.19141	4477.347199	455.373923	7.104681	6.865699	7.343664	78.383038	0.994652	571.83041	963.605579	572.33041	100.894421	546636.2563	480.675074	1137.226135	20035.52539	2650.701421	507.029827	7.097724	6.886835	7.308613	79.081886	0.995909	0.975587	0.000678	
204	hat20b.0204_out.fits	204	58174.76115	2458174.761	2458174.761	2458174.756	NaN	1.18257	57.689096	NaN	15	0	0	9	16	24	0.549555	0.067675	0.161426	0.106686	0.851941	0.317866	0.000378	0.00013	0.000193	0.000176	0.000718	0.000317	1453.112998	521.108816	837.638476	605.525109	1185.990833	1002.937334	2291424.712	970.322368	718.991847	678.74073	719.491847	385.75927	1259263.075	683.110253	1843.425814	59904.33984	5465.743738	546.747352	6.026931	6.717079	5.336784	359.5414	0.948885	1102.275407	797.281854	1102.775407	267.218146	145243.1958	271.49592	534.973769	7208.136719	811.349177	241.768017	6.050055	6.824347	5.275764	358.913924	0.936487	1225.933272	56.113287	1226.433272	1008.386713	318484.3178	351.057995	907.212832	15904.34473	1426.642542	182.563176	5.947081	6.627155	5.267007	3.161419	0.948408	435.414476	35.297299	435.914476	1029.202701	220896.4897	351.813255	627.879952	12747.53125	1359.72108	483.147708	6.027385	6.73412	5.32065	353.609222	0.943734	372.351547	827.429292	372.851547	237.070708	1054114.901	623.552228	1690.499774	55306.09766	4653.689242	454.028281	6.052585	6.794181	5.310989	357.439414	0.941245	572.478297	960.230469	572.978297	104.269531	552685.8079	481.646966	1147.491517	28350.81836	2709.27463	507.33914	6.067198	6.831365	5.303032	356.700972	0.93769	0.972592	0.000669	
205	hat20b.0205_out.fits	205	58174.76145	2458174.761	2458174.761	2458174.756	NaN	1.182556	57.690165	NaN	15	0	0	9	16	24	0.548476	0.067354	0.160596	0.106417	0.852299	0.319629	0.000379	0.00013	0.000193	0.000177	0.000722	0.00032	1445.807978	518.229739	832.592795	601.53635	1180.730918	1000.280022	2272787.377	966.681416	720.083148	678.837437	720.583148	385.662563	1246568.203	679.902044	1833.452648	56824.63672	5435.223035	546.720278	6.195801	6.528168	5.863434	359.244331	0.988547	1103.332151	797.332309	1103.832151	267.167691	143420.9002	269.595799	531.984923	6439.235352	808.701852	241.820823	6.232285	6.60487	5.859699	1.14234	0.985783	1227.042099	56.145509	1227.542099	1008.354491	314493.3086	348.878805	901.439997	14709.99316	1415.963629	182.656537	6.130839	6.464816	5.796862	6.689286	0.987533	436.496872	35.314288	436.996872	1029.185712	218600.3828	350.529625	623.628838	10786.83106	1363.573571	485.660387	6.173168	6.51892	5.827415	348.790991	0.985408	373.390626	827.550789	373.890626	236.949211	1045778.278	621.447527	1682.810264	49755.29688	4622.414992	455.967669	6.19213	6.591294	5.792966	358.467362	0.983468	573.525925	960.359997	574.025925	104.140003	550494.5076	480.631457	1145.3568	23790.08594	2707.518154	505.540124	6.265801	6.675986	5.855617	357.801509	0.982903	0.97358	0.000673	
206	hat20b.0206_out.fits	206	58174.76175	2458174.762	2458174.762	2458174.757	NaN	1.182547	57.690912	NaN	15	0	0	9	16	24	0.548267	0.067746	0.161061	0.106071	0.852083	0.319031	0.000378	0.00013	0.000192	0.000176	0.00072	0.000318	1450.684991	520.027196	837.430113	602.32385	1183.709544	1001.967071	2290052.784	971.539893	718.896482	678.58581	719.396482	385.91419	1255560.677	682.166687	1840.548213	54508.51953	5471.34624	547.578881	6.047168	6.365811	5.728525	0.333607	0.988954	1102.119956	797.090104	1102.619956	267.409896	145297.5421	272.166256	533.855828	6501.044922	810.374639	240.580357	6.126355	6.471873	5.780837	358.941222	0.98734	1225.831175	55.934978	1226.331175	1008.565022	317673.8901	350.138176	907.281502	15066.93262	1432.492299	181.807692	6.00334	6.310765	5.695916	3.085065	0.989443	435.305843	35.083621	435.805843	1029.416379	219612.916	351.727428	624.383823	11004.74512	1344.057842	482.830721	6.084098	6.399174	5.769023	346.360583	0.986492	372.247142	827.258612	372.747142	237.241388	1053578.443	624.695069	1686.548359	49998.10156	4586.269301	454.58913	6.071905	6.419465	5.724346	358.823886	0.986958	572.369513	960.055059	572.869513	104.444941	553889.992	482.972502	1146.83546	25709.57422	2679.783433	507.665818	6.092929	6.463394	5.722463	354.96215	0.984857	0.969963	0.000669	
207	hat20b.0207_out.fits	207	58174.76205	2458174.762	2458174.762	2458174.757	NaN	1.182541	57.691338	NaN	15	0	0	9	16	24	0.550446	0.067698	0.161083	0.105718	0.855691	0.317751	0.00038	0.000131	0.000193	0.000177	0.000726	0.000319	1447.980785	518.546	833.817878	596.478859	1179.188939	996.426985	2277538.317	970.105584	720.968977	680.593043	721.468977	383.906957	1253662.006	681.515776	1839.520154	52857.44531	5464.815263	548.493671	6.406184	6.189453	6.622915	271.044278	0.995426	1104.178262	799.100992	1104.678262	265.399008	144409.343	271.256674	532.371576	5585.121582	808.8799	242.568751	6.531796	6.33489	6.728702	275.901142	0.996213	1227.871011	57.978976	1228.371011	1006.521024	315974.3774	349.79662	903.308835	12300.13281	1418.561836	184.286925	6.474744	6.280681	6.668807	80.91828	0.996027	437.371907	37.01546	437.871907	1027.48454	217756.4771	352.342749	618.024573	9347.915039	1338.740253	488.129015	6.481566	6.236081	6.727051	282.673993	0.992995	374.306278	829.276213	374.806278	235.223787	1050212.221	623.558339	1684.224482	41947.46484	4576.527531	458.048232	6.451419	6.262928	6.639909	89.475954	0.99659	574.449596	962.068758	574.949596	102.431242	549185.8985	481.867792	1139.70244	19901.55859	2655.481169	510.223753	6.508558	6.332748	6.684368	278.838773	0.99679	0.980588	0.000677	
208	hat20b.0208_out.fits	208	58174.76234	2458174.762	2458174.762	2458174.757	NaN	1.18254	57.691442	NaN	15	0	0	9	16	24	0.55086	0.067549	0.160323	0.106359	0.855591	0.3181	0.000379	0.00013	0.000192	0.000177	0.000723	0.000318	1453.041133	518.244717	835.598448	600.979536	1182.929735	1000.524343	2288490.092	971.623305	720.580066	680.320483	721.080066	384.179517	1260637.336	682.81417	1846.237807	62757.27734	5550.44314	547.914029	6.421415	6.233213	6.609617	296.491441	0.990537	1103.851225	798.822383	1104.351225	265.677617	144803.6728	272.215868	531.944275	5767.160645	806.276743	242.838328	6.546893	6.438227	6.65556	302.492958	0.99384	1227.528284	57.586699	1228.028284	1006.913301	316202.9881	349.385368	905.026418	13137.55078	1449.048542	184.23659	6.446943	6.258239	6.635647	292.899223	0.992962	436.964533	36.719874	437.464533	1027.780126	220001.5708	353.185892	622.905886	9128.662109	1347.903704	488.522568	6.551402	6.377848	6.724955	300.58866	0.987939	373.935755	828.966069	374.435755	235.533931	1055195.639	624.833682	1688.762418	44199.89844	4578.28953	456.431565	6.482772	6.327897	6.637647	297.802293	0.992854	574.019532	961.811604	574.519532	102.688396	552286.2216	482.413545	1144.83979	23145.64648	2681.805013	507.449811	6.557296	6.419772	6.694819	301.581	0.991376	0.980117	0.000675	
209	hat20b.0209_out.fits	209	58174.76264	2458174.763	2458174.763	2458174.757	NaN	1.182542	57.691224	NaN	15	0	0	9	16	24	0.551786	0.067699	0.161028	0.106625	0.852192	0.318303	0.000382	0.000131	0.000194	0.000178	0.000724	0.00032	1445.06777	516.187616	830.606852	599.112891	1176.278999	995.498155	2264261.04	966.779752	719.873781	678.888333	720.373781	385.611667	1249386.608	680.394049	1836.26916	31751.51758	5468.345068	549.500155	7.133109	6.749543	7.516675	83.679118	0.987922	1103.068828	797.386186	1103.568828	267.113814	143567.7742	270.94215	529.883498	3556.895508	808.351718	243.12426	7.189094	6.880836	7.497352	83.23215	0.992248	1226.804614	56.120001	1227.304614	1008.379999	314040.2059	349.102836	899.563606	8164.247559	1415.096401	183.566182	7.149357	6.703891	7.594822	83.461007	0.983759	436.305821	35.317582	436.805821	1029.182418	218164.6727	351.253574	621.103069	6193.041992	1347.742159	488.826125	7.240937	6.867977	7.613897	277.457244	0.988695	373.193596	827.589975	373.693596	236.910025	1041784.359	621.110845	1677.292174	24107.79102	4560.292185	458.77896	7.169158	6.841802	7.496514	85.508986	0.991487	573.331294	960.365924	573.831294	104.134076	546704.0283	479.815481	1139.404729	13489.22852	2680.596062	511.135632	7.181295	6.854253	7.508338	87.533433	0.991677	0.978942	0.000677	
210	hat20b.0210_out.fits	210	58174.76294	2458174.763	2458174.763	2458174.758	NaN	1.182549	57.690685	NaN	15	0	0	9	16	24	0.551243	0.067416	0.16046	0.10572	0.855207	0.319229	0.000379	0.00013	0.000192	0.000176	0.000722	0.000319	1455.665709	519.944123	835.988242	600.57669	1184.617794	1001.647292	2293105.841	972.261203	720.369721	680.349548	720.869721	384.150452	1264058.747	683.245479	1850.079929	70553.04688	5562.177214	546.071075	6.000691	6.301055	5.700327	340.3818	0.983378	1103.63939	798.823951	1104.13939	265.676049	144827.284	271.339513	533.749333	6582.965332	808.527121	242.795543	6.046986	6.398618	5.695353	342.462139	0.979941	1227.267935	57.701527	1227.767935	1006.798473	317073.5414	350.247086	905.285308	14514.40918	1427.253786	183.828133	6.095878	6.419414	5.772341	346.393711	0.985833	436.854055	36.767647	437.354055	1027.732353	219248.4472	352.268091	622.390881	10275.45313	1347.960997	488.163165	6.107047	6.413586	5.800508	340.503752	0.983401	373.763376	829.024905	374.263376	235.475095	1057067.944	624.860874	1691.685282	50945.19922	4583.887833	454.716175	6.067011	6.399573	5.734449	343.943005	0.983347	573.876626	961.825151	574.376626	102.674849	554888.6243	484.200139	1145.990221	25821.28906	2677.814988	510.281299	6.115885	6.468576	5.763193	340.717045	0.978385	0.980266	0.000673	
211	hat20b.0211_out.fits	211	58174.76324	2458174.763	2458174.763	2458174.758	NaN	1.182561	57.689824	NaN	15	0	0	9	16	24	0.550017	0.067869	0.161094	0.105967	0.852929	0.318519	0.000378	0.00013	0.000192	0.000176	0.000719	0.000318	1455.165053	522.516482	839.479198	603.599827	1186.261526	1001.983984	2296622.749	972.319777	719.55401	680.4189	720.05401	384.0811	1263181.132	683.767527	1847.383917	74093.02344	5559.965199	547.34166	5.690076	6.391618	4.988535	0.318629	0.940996	1102.801672	798.852214	1103.301672	265.647786	145962.2576	272.065771	536.496219	7663.577148	811.658254	241.493185	5.757941	6.501259	5.014623	359.969872	0.935506	1226.474543	57.728469	1226.974543	1006.771531	318641.7855	350.32018	909.573024	17047.66992	1458.81184	184.244698	5.674354	6.347179	5.00153	6.762228	0.942146	435.935894	36.814069	436.435894	1027.685931	220047.9989	351.676551	625.71132	12300.0459	1351.556498	488.623168	5.711576	6.381196	5.041956	355.596893	0.945217	372.885574	829.127055	373.385574	235.372945	1057167.602	624.920191	1691.68418	56989.81641	4616.654632	454.577461	5.736129	6.492803	4.979454	0.44783	0.932739	572.957452	961.916336	573.457452	102.583664	554803.1058	484.210797	1145.788383	29896.99023	2672.490008	505.290376	5.77818	6.571775	4.984585	359.46307	0.92729	0.975999	0.000671	
212	hat20b.0212_out.fits	212	58174.76354	2458174.764	2458174.763	2458174.758	NaN	1.182576	57.688642	NaN	15	0	0	9	16	24	0.551227	0.067477	0.160526	0.105697	0.854508	0.319437	0.000385	0.000132	0.000195	0.000178	0.000732	0.000323	1432.77774	510.269838	823.764642	592.739007	1167.283423	989.189084	2237330.544	962.559004	719.978537	678.124679	720.478537	386.375321	1233276.091	677.777257	1819.589073	35327.17969	5370.585954	553.101223	7.322566	7.215078	7.430055	62.857548	0.997472	1103.245874	796.569285	1103.745874	267.930715	141424.77	270.054481	523.689774	4106.649902	800.49701	243.706577	7.35008	7.276733	7.423428	57.470784	0.99776	1226.921238	55.461859	1227.421238	1009.038141	309470.8597	346.930874	892.024558	9004.695312	1393.244786	184.37424	7.324527	7.172405	7.47665	62.712226	0.994869	436.404045	34.626265	436.904045	1029.873735	213873.1985	348.131398	614.346191	6980.222168	1337.334967	488.631798	7.326106	7.212435	7.439777	72.731655	0.998582	373.311776	826.820334	373.811776	237.679666	1030902.318	619.195712	1664.905453	28479.52344	4470.723201	459.430133	7.326588	7.226758	7.426418	61.221352	0.99742	573.441268	959.564806	573.941268	104.935194	541659.3972	478.153303	1132.815341	15428.93555	2658.418464	508.976412	7.340193	7.288492	7.391894	55.029459	0.998313	0.97771	0.000682	
213	hat20b.0213_out.fits	213	58174.76384	2458174.764	2458174.764	2458174.759	NaN	1.182596	57.687138	NaN	15	0	0	9	16	24	0.550291	0.067667	0.160924	0.106422	0.852386	0.318676	0.000382	0.000131	0.000194	0.000178	0.000726	0.000321	1439.41042	515.067327	829.739938	597.30757	1173.80764	991.217826	2259559.141	966.97405	719.902556	678.611817	720.402556	385.888183	1243415.127	680.488562	1827.238835	45923.39844	5405.369228	548.278886	6.646001	7.123069	6.168933	357.421142	0.979434	1103.192944	797.084469	1103.692944	267.415531	143207.0732	270.847449	528.73702	5154.32959	802.439071	243.036441	6.682371	7.173558	6.191185	357.9101	0.978506	1226.872471	55.942028	1227.372471	1008.557972	313213.5836	348.460076	898.8507	10828.29102	1407.842274	184.351713	6.650015	7.095202	6.204829	356.549931	0.981973	436.393119	35.124577	436.893119	1029.375423	217337.0282	350.999122	619.195361	8539.905273	1339.687986	487.385915	6.626996	7.102337	6.151655	346.358948	0.974212	373.299763	827.30128	373.799763	237.19872	1039748.83	620.453175	1675.789361	37900.01172	4533.723553	456.27716	6.644457	7.153356	6.135558	357.663031	0.976654	573.399567	960.099121	573.899567	104.400879	546052.6252	481.760855	1133.451628	20045.51172	2651.921802	510.538958	6.645872	7.160904	6.130841	356.94974	0.975992	0.976179	0.000678	
214	hat20b.0214_out.fits	214	58174.76414	2458174.764	2458174.764	2458174.759	NaN	1.182619	57.685312	NaN	15	0	0	9	16	24	0.546914	0.067285	0.160623	0.106618	0.853822	0.31864	0.000377	0.00013	0.000192	0.000176	0.000721	0.000318	1450.888042	518.362127	835.662066	604.219089	1184.743207	1002.184641	2294661.966	972.771586	720.422278	678.374898	720.922278	386.125102	1254982.225	682.007743	1840.128997	73708.07813	5529.300885	549.212692	5.721737	6.319437	5.124037	2.582256	0.95694	1103.678965	796.803538	1104.178965	267.696462	144663.5943	271.91038	532.026745	7854.89209	805.636094	242.742731	5.785759	6.441014	5.130505	2.114853	0.949713	1227.277582	55.739577	1227.777582	1008.760423	317567.4971	350.967882	904.833499	17852.27148	1429.019351	183.656617	5.719984	6.366233	5.073736	6.019737	0.947956	436.876647	34.847859	437.376647	1029.652141	221080.4977	352.899111	626.46941	13390.22266	1352.519702	485.537358	5.728775	6.305359	5.152192	356.965287	0.95984	373.808392	827.040161	374.308392	237.459839	1056861.236	625.184669	1690.478492	55938.1875	4599.168441	454.614574	5.746707	6.371292	5.122121	1.941219	0.953634	573.909978	959.819895	574.409978	104.680105	554489.141	483.505116	1146.811322	30370.64844	2683.338637	508.871417	5.766987	6.43555	5.098425	1.345728	0.947542	0.971379	0.00067	
215	hat20b.0215_out.fits	215	58174.76444	2458174.764	2458174.764	2458174.759	NaN	1.182647	57.683164	NaN	15	0	0	9	16	24	0.54661	0.067531	0.159843	0.106797	0.855136	0.318354	0.000377	0.00013	0.000192	0.000177	0.000723	0.000318	1449.930411	518.02297	833.679119	604.74308	1183.346172	1000.624673	2287905.674	971.024123	720.705483	678.419185	721.205483	386.080815	1250591.005	679.867145	1839.463805	65122.93359	5531.16561	548.731327	5.86476	6.322021	5.407499	359.741689	0.975975	1103.930489	796.859077	1104.430489	267.640923	144730.8999	272.208004	531.6923	6901.920898	810.113291	242.541134	5.942384	6.436199	5.44857	0.079903	0.972755	1227.603722	55.719521	1228.103722	1008.780479	315306.2402	349.387376	902.454588	15404.25195	1420.270755	183.775695	5.877754	6.381473	5.374035	4.282338	0.970393	437.073353	34.829557	437.573353	1029.670443	220765.2933	352.030246	627.120243	11731.32129	1355.234987	486.080289	5.875944	6.340819	5.411068	350.05732	0.972039	374.013551	827.037125	374.513551	237.462875	1054623.581	624.418274	1688.969758	50998.07031	4574.955781	455.332419	5.917479	6.396955	5.438003	358.366055	0.973995	574.123628	959.818265	574.623628	104.681735	552479.6601	482.59262	1144.815807	26031.11328	2675.214781	508.627879	5.945222	6.477297	5.413147	357.07733	0.968138	0.971605	0.00067	
216	hat20b.0216_out.fits	216	58174.76474	2458174.765	2458174.765	2458174.76	NaN	1.182679	57.680695	NaN	15	0	0	9	16	24	0.549067	0.067528	0.160644	0.106644	0.853835	0.3182	0.000381	0.000131	0.000194	0.000178	0.000727	0.000321	1440.527971	514.053125	829.226762	598.983036	1175.186742	992.697386	2262397.715	967.045815	720.28973	678.354384	720.78973	386.145616	1242208.374	679.468933	1828.204814	50444.74609	5418.848481	547.443092	6.580965	6.989809	6.172121	356.805725	0.984488	1103.534456	796.833321	1104.034456	267.666679	143110.7692	271.248776	527.599687	5732.297852	803.692244	242.473542	6.615016	7.032781	6.197251	356.451691	0.983927	1227.171282	55.728118	1227.671282	1008.771882	313137.536	348.720285	897.961919	11994.94727	1412.098671	184.108334	6.495799	6.893602	6.097996	0.842285	0.985098	436.700824	34.874304	437.200824	1029.625696	218020.1461	351.070181	621.015848	9614.589844	1337.191848	485.550652	6.594381	7.01026	6.178503	347.237413	0.980618	373.630995	827.04741	374.130995	237.45259	1042010.085	620.769185	1678.578948	40802.44922	4542.077387	455.763327	6.624541	7.086077	6.163005	353.76479	0.979831	573.760967	959.855686	574.260967	104.644314	546119.1787	481.031413	1135.308764	21848.27539	2651.719665	510.075827	6.649589	7.131644	6.167534	352.559638	0.977729	0.974844	0.000677	
